Domain,Area,Element,Item,Year,Unit,Value
"Macro Indicators","Australia","Value US$ per capita","Gross Domestic Product","2019","USD","54407.644621"
"Macro Indicators","Australia","Value US$ per capita","Gross Domestic Product","2020","USD","56001.553064"
"Macro Indicators","Australia","Value US$ per capita","Gross Domestic Product","2021","USD","67616.301208"
"Macro Indicators","Australia","Value US$ per capita","Gross Domestic Product","2022","USD","67866.792484"
"Macro Indicators","Australia","Value US$ per capita","Gross Domestic Product","2023","USD","64734.093629"
"Macro Indicators","Canada","Value US$ per capita","Gross Domestic Product","1995","USD","20688.118755"
"Macro Indicators","Canada","Value US$ per capita","Gross Domestic Product","1996","USD","21309.247069"
"Macro Indicators","Canada","Value US$ per capita","Gross Domestic Product","1997","USD","21919.048976"
"Macro Indicators","Canada","Value US$ per capita","Gross Domestic Product","1998","USD","21032.536022"
"Macro Indicators","Canada","Value US$ per capita","Gross Domestic Product","1999","USD","22316.099393"
"Macro Indicators","Canada","Value US$ per capita","Gross Domestic Product","2000","USD","24272.926062"
"Macro Indicators","Canada","Value US$ per capita","Gross Domestic Product","2001","USD","23836.767256"
"Macro Indicators","Canada","Value US$ per capita","Gross Domestic Product","2002","USD","24284.376581"
"Macro Indicators","Canada","Value US$ per capita","Gross Domestic Product","2003","USD","28323.551158"
"Macro Indicators","Canada","Value US$ per capita","Gross Domestic Product","2004","USD","32172.573788"
"Macro Indicators","Canada","Value US$ per capita","Gross Domestic Product","2005","USD","36415.482488"
"Macro Indicators","Canada","Value US$ per capita","Gross Domestic Product","2006","USD","40555.12398"
"Macro Indicators","Canada","Value US$ per capita","Gross Domestic Product","2007","USD","44696.061192"
"Macro Indicators","Canada","Value US$ per capita","Gross Domestic Product","2008","USD","46748.965018"
"Macro Indicators","Canada","Value US$ per capita","Gross Domestic Product","2009","USD","40918.85066"
"Macro Indicators","Canada","Value US$ per capita","Gross Domestic Product","2010","USD","47617.911137"
"Macro Indicators","Canada","Value US$ per capita","Gross Domestic Product","2011","USD","52233.341556"
"Macro Indicators","Canada","Value US$ per capita","Gross Domestic Product","2012","USD","52712.203303"
"Macro Indicators","Canada","Value US$ per capita","Gross Domestic Product","2013","USD","52681.46414"
"Macro Indicators","Canada","Value US$ per capita","Gross Domestic Product","2014","USD","50940.660434"
"Macro Indicators","Canada","Value US$ per capita","Gross Domestic Product","2015","USD","43549.850424"
"Macro Indicators","Canada","Value US$ per capita","Gross Domestic Product","2016","USD","42317.786113"
"Macro Indicators","Canada","Value US$ per capita","Gross Domestic Product","2017","USD","45125.109808"
"Macro Indicators","Canada","Value US$ per capita","Gross Domestic Product","2018","USD","46587.609299"
"Macro Indicators","Canada","Value US$ per capita","Gross Domestic Product","2019","USD","46469.227201"
"Macro Indicators","Canada","Value US$ per capita","Gross Domestic Product","2020","USD","43485.21287"
"Macro Indicators","Canada","Value US$ per capita","Gross Domestic Product","2021","USD","52456.719065"
"Macro Indicators","Canada","Value US$ per capita","Gross Domestic Product","2022","USD","55596.844019"
"Macro Indicators","Canada","Value US$ per capita","Gross Domestic Product","2023","USD","54192.31373"
"Macro Indicators","China","Value US$ per capita","Gross Domestic Product","1995","USD","723.542057"
"Macro Indicators","China","Value US$ per capita","Gross Domestic Product","1996","USD","834.504865"
"Macro Indicators","China","Value US$ per capita","Gross Domestic Product","1997","USD","920.916068"
"Macro Indicators","China","Value US$ per capita","Gross Domestic Product","1998","USD","960.873304"
"Macro Indicators","China","Value US$ per capita","Gross Domestic Product","1999","USD","1003.025119"
"Macro Indicators","China","Value US$ per capita","Gross Domestic Product","2000","USD","1093.223954"
"Macro Indicators","China","Value US$ per capita","Gross Domestic Product","2001","USD","1184.131685"
"Macro Indicators","China","Value US$ per capita","Gross Domestic Product","2002","USD","1276.390617"
"Macro Indicators","China","Value US$ per capita","Gross Domestic Product","2003","USD","1411.727098"
"Macro Indicators","China","Value US$ per capita","Gross Domestic Product","2004","USD","1637.077761"
"Macro Indicators","China","Value US$ per capita","Gross Domestic Product","2005","USD","1889.558118"
"Macro Indicators","China","Value US$ per capita","Gross Domestic Product","2006","USD","2241.887324"
"Macro Indicators","China","Value US$ per capita","Gross Domestic Product","2007","USD","2844.45063"
"Macro Indicators","China","Value US$ per capita","Gross Domestic Product","2008","USD","3614.023139"
"Macro Indicators","China","Value US$ per capita","Gross Domestic Product","2009","USD","3963.080054"
"Macro Indicators","China","Value US$ per capita","Gross Domestic Product","2010","USD","4678.926793"
"Macro Indicators","China","Value US$ per capita","Gross Domestic Product","2011","USD","5741.98545"
"Macro Indicators","China","Value US$ per capita","Gross Domestic Product","2012","USD","6430.550579"
"Macro Indicators","China","Value US$ per capita","Gross Domestic Product","2013","USD","7151.566633"
"Macro Indicators","China","Value US$ per capita","Gross Domestic Product","2014","USD","7768.019832"
"Macro Indicators","China","Value US$ per capita","Gross Domestic Product","2015","USD","8144.221236"
"Macro Indicators","China","Value US$ per capita","Gross Domestic Product","2016","USD","8226.692691"
"Macro Indicators","China","Value US$ per capita","Gross Domestic Product","2017","USD","8955.415311"
"Macro Indicators","China","Value US$ per capita","Gross Domestic Product","2018","USD","10041.963963"
"Macro Indicators","China","Value US$ per capita","Gross Domestic Product","2019","USD","10278.236172"
"Macro Indicators","China","Value US$ per capita","Gross Domestic Product","2020","USD","10507.259945"
"Macro Indicators","China","Value US$ per capita","Gross Domestic Product","2021","USD","12705.292359"
"Macro Indicators","China","Value US$ per capita","Gross Domestic Product","2022","USD","12793.680838"
"Macro Indicators","China","Value US$ per capita","Gross Domestic Product","2023","USD","12951.703028"
"Macro Indicators","Denmark","Value US$ per capita","Gross Domestic Product","1995","USD","35339.25892"
"Macro Indicators","Denmark","Value US$ per capita","Gross Domestic Product","1996","USD","35698.822926"
"Macro Indicators","Denmark","Value US$ per capita","Gross Domestic Product","1997","USD","32883.486545"
"Macro Indicators","Denmark","Value US$ per capita","Gross Domestic Product","1998","USD","33400.924295"
"Macro Indicators","Denmark","Value US$ per capita","Gross Domestic Product","1999","USD","33452.829335"
"Macro Indicators","Denmark","Value US$ per capita","Gross Domestic Product","2000","USD","30737.398714"
"Macro Indicators","Denmark","Value US$ per capita","Gross Domestic Product","2001","USD","30740.317591"
"Macro Indicators","Denmark","Value US$ per capita","Gross Domestic Product","2002","USD","33211.546061"
"Macro Indicators","Denmark","Value US$ per capita","Gross Domestic Product","2003","USD","40415.598374"
"Macro Indicators","Denmark","Value US$ per capita","Gross Domestic Product","2004","USD","46416.919819"
"Macro Indicators","Denmark","Value US$ per capita","Gross Domestic Product","2005","USD","48648.209816"
"Macro Indicators","Denmark","Value US$ per capita","Gross Domestic Product","2006","USD","51830.895452"
"Macro Indicators","Denmark","Value US$ per capita","Gross Domestic Product","2007","USD","58291.894299"
"Macro Indicators","Denmark","Value US$ per capita","Gross Domestic Product","2008","USD","64214.953884"
"Macro Indicators","Denmark","Value US$ per capita","Gross Domestic Product","2009","USD","58128.307483"
"Macro Indicators","Denmark","Value US$ per capita","Gross Domestic Product","2010","USD","58008.293759"
"Macro Indicators","Denmark","Value US$ per capita","Gross Domestic Product","2011","USD","61693.355545"
"Macro Indicators","Denmark","Value US$ per capita","Gross Domestic Product","2012","USD","58409.451634"
"Macro Indicators","Denmark","Value US$ per capita","Gross Domestic Product","2013","USD","61077.489211"
"Macro Indicators","Denmark","Value US$ per capita","Gross Domestic Product","2014","USD","62469.529029"
"Macro Indicators","Denmark","Value US$ per capita","Gross Domestic Product","2015","USD","53308.197555"
"Macro Indicators","Denmark","Value US$ per capita","Gross Domestic Product","2016","USD","54866.615602"
"Macro Indicators","Denmark","Value US$ per capita","Gross Domestic Product","2017","USD","57888.203513"
"Macro Indicators","Denmark","Value US$ per capita","Gross Domestic Product","2018","USD","61879.772266"
"Macro Indicators","Denmark","Value US$ per capita","Gross Domestic Product","2019","USD","59783.649339"
"Macro Indicators","Denmark","Value US$ per capita","Gross Domestic Product","2020","USD","60896.774851"
"Macro Indicators","Denmark","Value US$ per capita","Gross Domestic Product","2021","USD","69298.149521"
"Macro Indicators","Denmark","Value US$ per capita","Gross Domestic Product","2022","USD","68029.486782"
"Macro Indicators","Denmark","Value US$ per capita","Gross Domestic Product","2023","USD","70348.844987"
"Macro Indicators","France","Value US$ per capita","Gross Domestic Product","1995","USD","27882.041661"
"Macro Indicators","France","Value US$ per capita","Gross Domestic Product","1996","USD","27866.649457"
"Macro Indicators","France","Value US$ per capita","Gross Domestic Product","1997","USD","25119.369538"
"Macro Indicators","France","Value US$ per capita","Gross Domestic Product","1998","USD","25880.526986"
"Macro Indicators","France","Value US$ per capita","Gross Domestic Product","1999","USD","25579.223753"
"Macro Indicators","France","Value US$ per capita","Gross Domestic Product","2000","USD","23220.614943"
"Macro Indicators","France","Value US$ per capita","Gross Domestic Product","2001","USD","23323.87232"
"Macro Indicators","France","Value US$ per capita","Gross Domestic Product","2002","USD","25169.016449"
"Macro Indicators","France","Value US$ per capita","Gross Domestic Product","2003","USD","30813.048624"
"Macro Indicators","France","Value US$ per capita","Gross Domestic Product","2004","USD","35200.289772"
"Macro Indicators","France","Value US$ per capita","Gross Domestic Product","2005","USD","36292.656003"
"Macro Indicators","France","Value US$ per capita","Gross Domestic Product","2006","USD","38058.22771"
"Macro Indicators","France","Value US$ per capita","Gross Domestic Product","2007","USD","43324.700838"
"Macro Indicators","France","Value US$ per capita","Gross Domestic Product","2008","USD","47285.212058"
"Macro Indicators","France","Value US$ per capita","Gross Domestic Product","2009","USD","43322.877213"
"Macro Indicators","France","Value US$ per capita","Gross Domestic Product","2010","USD","42319.286943"
"Macro Indicators","France","Value US$ per capita","Gross Domestic Product","2011","USD","45581.775458"
"Macro Indicators","France","Value US$ per capita","Gross Domestic Product","2012","USD","42552.163806"
"Macro Indicators","France","Value US$ per capita","Gross Domestic Product","2013","USD","44384.143626"
"Macro Indicators","France","Value US$ per capita","Gross Domestic Product","2014","USD","44853.490243"
"Macro Indicators","France","Value US$ per capita","Gross Domestic Product","2015","USD","38210.573937"
"Macro Indicators","France","Value US$ per capita","Gross Domestic Product","2016","USD","38620.282974"
"Macro Indicators","France","Value US$ per capita","Gross Domestic Product","2017","USD","40458.149878"
"Macro Indicators","France","Value US$ per capita","Gross Domestic Product","2018","USD","43420.224889"
"Macro Indicators","France","Value US$ per capita","Gross Domestic Product","2019","USD","42373.920168"
"Macro Indicators","France","Value US$ per capita","Gross Domestic Product","2020","USD","41057.948442"
"Macro Indicators","France","Value US$ per capita","Gross Domestic Product","2021","USD","45859.129065"
"Macro Indicators","France","Value US$ per capita","Gross Domestic Product","2022","USD","42943.861323"
"Macro Indicators","France","Value US$ per capita","Gross Domestic Product","2023","USD","45883.618784"
"Macro Indicators","Italy","Value US$ per capita","Gross Domestic Product","1995","USD","20650.366467"
"Macro Indicators","Italy","Value US$ per capita","Gross Domestic Product","1996","USD","23066.904467"
"Macro Indicators","Italy","Value US$ per capita","Gross Domestic Product","1997","USD","21816.35183"
"Macro Indicators","Italy","Value US$ per capita","Gross Domestic Product","1998","USD","22306.186712"
"Macro Indicators","Italy","Value US$ per capita","Gross Domestic Product","1999","USD","21985.879021"
"Macro Indicators","Italy","Value US$ per capita","Gross Domestic Product","2000","USD","20079.01174"
"Macro Indicators","Italy","Value US$ per capita","Gross Domestic Product","2001","USD","20475.524112"
"Macro Indicators","Italy","Value US$ per capita","Gross Domestic Product","2002","USD","22252.215526"
"Macro Indicators","Italy","Value US$ per capita","Gross Domestic Product","2003","USD","27411.063575"
"Macro Indicators","Italy","Value US$ per capita","Gross Domestic Product","2004","USD","31166.345189"
"Macro Indicators","Italy","Value US$ per capita","Gross Domestic Product","2005","USD","31915.499489"
"Macro Indicators","Italy","Value US$ per capita","Gross Domestic Product","2006","USD","33336.011652"
"Macro Indicators","Italy","Value US$ per capita","Gross Domestic Product","2007","USD","37601.841994"
"Macro Indicators","Italy","Value US$ per capita","Gross Domestic Product","2008","USD","40506.149969"
"Macro Indicators","Italy","Value US$ per capita","Gross Domestic Product","2009","USD","36786.524055"
"Macro Indicators","Italy","Value US$ per capita","Gross Domestic Product","2010","USD","35672.525001"
"Macro Indicators","Italy","Value US$ per capita","Gross Domestic Product","2011","USD","38183.335198"
"Macro Indicators","Italy","Value US$ per capita","Gross Domestic Product","2012","USD","34674.730098"
"Macro Indicators","Italy","Value US$ per capita","Gross Domestic Product","2013","USD","35503.615543"
"Macro Indicators","Italy","Value US$ per capita","Gross Domestic Product","2014","USD","35793.004335"
"Macro Indicators","Italy","Value US$ per capita","Gross Domestic Product","2015","USD","30480.004357"
"Macro Indicators","Italy","Value US$ per capita","Gross Domestic Product","2016","USD","31201.602372"
"Macro Indicators","Italy","Value US$ per capita","Gross Domestic Product","2017","USD","32694.406225"
"Macro Indicators","Italy","Value US$ per capita","Gross Domestic Product","2018","USD","34936.913641"
"Macro Indicators","Italy","Value US$ per capita","Gross Domestic Product","2019","USD","33674.398752"
"Macro Indicators","Italy","Value US$ per capita","Gross Domestic Product","2020","USD","31889.8012"
"Macro Indicators","Italy","Value US$ per capita","Gross Domestic Product","2021","USD","36383.327631"
"Macro Indicators","Italy","Value US$ per capita","Gross Domestic Product","2022","USD","34672.091141"
"Macro Indicators","Italy","Value US$ per capita","Gross Domestic Product","2023","USD","38228.385602"
"Macro Indicators","Japan","Value US$ per capita","Gross Domestic Product","1995","USD","44211.029408"
"Macro Indicators","Japan","Value US$ per capita","Gross Domestic Product","1996","USD","39159.638917"
"Macro Indicators","Japan","Value US$ per capita","Gross Domestic Product","1997","USD","35646.447875"
"Macro Indicators","Japan","Value US$ per capita","Gross Domestic Product","1998","USD","32447.272019"
"Macro Indicators","Japan","Value US$ per capita","Gross Domestic Product","1999","USD","36632.133956"
"Macro Indicators","Japan","Value US$ per capita","Gross Domestic Product","2000","USD","39181.450104"
"Macro Indicators","Japan","Value US$ per capita","Gross Domestic Product","2001","USD","34428.716144"
"Macro Indicators","Japan","Value US$ per capita","Gross Domestic Product","2002","USD","32857.721174"
"Macro Indicators","Japan","Value US$ per capita","Gross Domestic Product","2003","USD","35446.899381"
"Macro Indicators","Japan","Value US$ per capita","Gross Domestic Product","2004","USD","38326.044698"
"Macro Indicators","Japan","Value US$ per capita","Gross Domestic Product","2005","USD","37805.383672"
"Macro Indicators","Japan","Value US$ per capita","Gross Domestic Product","2006","USD","35977.988247"
"Macro Indicators","Japan","Value US$ per capita","Gross Domestic Product","2007","USD","35777.499061"
"Macro Indicators","Japan","Value US$ per capita","Gross Domestic Product","2008","USD","39871.750387"
"Macro Indicators","Japan","Value US$ per capita","Gross Domestic Product","2009","USD","41286.41789"
"Macro Indicators","Japan","Value US$ per capita","Gross Domestic Product","2010","USD","44955.719083"
"Macro Indicators","Japan","Value US$ per capita","Gross Domestic Product","2011","USD","48693.701579"
"Macro Indicators","Japan","Value US$ per capita","Gross Domestic Product","2012","USD","49058.913311"
"Macro Indicators","Japan","Value US$ per capita","Gross Domestic Product","2013","USD","40823.716381"
"Macro Indicators","Japan","Value US$ per capita","Gross Domestic Product","2014","USD","38414.80883"
"Macro Indicators","Japan","Value US$ per capita","Gross Domestic Product","2015","USD","34930.436635"
"Macro Indicators","Japan","Value US$ per capita","Gross Domestic Product","2016","USD","39400.942264"
"Macro Indicators","Japan","Value US$ per capita","Gross Domestic Product","2017","USD","38928.952604"
"Macro Indicators","Japan","Value US$ per capita","Gross Domestic Product","2018","USD","39925.914724"
"Macro Indicators","Japan","Value US$ per capita","Gross Domestic Product","2019","USD","40686.267765"
"Macro Indicators","Japan","Value US$ per capita","Gross Domestic Product","2020","USD","40311.383528"
"Macro Indicators","Japan","Value US$ per capita","Gross Domestic Product","2021","USD","40168.807557"
"Macro Indicators","Japan","Value US$ per capita","Gross Domestic Product","2022","USD","34143.736546"
"Macro Indicators","Japan","Value US$ per capita","Gross Domestic Product","2023","USD","33796.606085"
"Macro Indicators","Mexico","Value US$ per capita","Gross Domestic Product","1995","USD","4225.400445"
"Macro Indicators","Mexico","Value US$ per capita","Gross Domestic Product","1996","USD","4718.573827"
"Macro Indicators","Mexico","Value US$ per capita","Gross Domestic Product","1997","USD","5617.430244"
"Macro Indicators","Mexico","Value US$ per capita","Gross Domestic Product","1998","USD","5882.421593"
"Macro Indicators","Mexico","Value US$ per capita","Gross Domestic Product","1999","USD","6552.661419"
"Macro Indicators","Mexico","Value US$ per capita","Gross Domestic Product","2000","USD","7581.845374"
"Macro Indicators","Mexico","Value US$ per capita","Gross Domestic Product","2001","USD","8009.158628"
"Macro Indicators","Mexico","Value US$ per capita","Gross Domestic Product","2002","USD","8032.991842"
"Macro Indicators","Mexico","Value US$ per capita","Gross Domestic Product","2003","USD","7473.932258"
"Macro Indicators","Mexico","Value US$ per capita","Gross Domestic Product","2004","USD","7883.523424"
"Macro Indicators","Mexico","Value US$ per capita","Gross Domestic Product","2005","USD","8702.114749"
"Macro Indicators","Mexico","Value US$ per capita","Gross Domestic Product","2006","USD","9545.287019"
"Macro Indicators","Mexico","Value US$ per capita","Gross Domestic Product","2007","USD","10178.442549"
"Macro Indicators","Mexico","Value US$ per capita","Gross Domestic Product","2008","USD","10589.95219"
"Macro Indicators","Mexico","Value US$ per capita","Gross Domestic Product","2009","USD","8495.65308"
"Macro Indicators","Mexico","Value US$ per capita","Gross Domestic Product","2010","USD","9823.163815"
"Macro Indicators","Mexico","Value US$ per capita","Gross Domestic Product","2011","USD","10766.60994"
"Macro Indicators","Mexico","Value US$ per capita","Gross Domestic Product","2012","USD","10842.732815"
"Macro Indicators","Mexico","Value US$ per capita","Gross Domestic Product","2013","USD","11317.491356"
"Macro Indicators","Mexico","Value US$ per capita","Gross Domestic Product","2014","USD","11490.021691"
"Macro Indicators","Mexico","Value US$ per capita","Gross Domestic Product","2015","USD","10098.173394"
"Macro Indicators","Mexico","Value US$ per capita","Gross Domestic Product","2016","USD","9152.73706"
"Macro Indicators","Mexico","Value US$ per capita","Gross Domestic Product","2017","USD","9693.330262"
"Macro Indicators","Mexico","Value US$ per capita","Gross Domestic Product","2018","USD","10130.320873"
"Macro Indicators","Mexico","Value US$ per capita","Gross Domestic Product","2019","USD","10434.567439"
"Macro Indicators","Mexico","Value US$ per capita","Gross Domestic Product","2020","USD","8895.615078"
"Macro Indicators","Mexico","Value US$ per capita","Gross Domestic Product","2021","USD","10363.192552"
"Macro Indicators","Mexico","Value US$ per capita","Gross Domestic Product","2022","USD","11476.678806"
"Macro Indicators","Mexico","Value US$ per capita","Gross Domestic Product","2023","USD","14085.944548"
"Macro Indicators","Namibia","Value US$ per capita","Gross Domestic Product","1995","USD","2478.253736"
"Macro Indicators","Namibia","Value US$ per capita","Gross Domestic Product","1996","USD","2417.577873"
"Macro Indicators","Namibia","Value US$ per capita","Gross Domestic Product","1997","USD","2453.866754"
"Macro Indicators","Namibia","Value US$ per capita","Gross Domestic Product","1998","USD","2231.114405"
"Macro Indicators","Namibia","Value US$ per capita","Gross Domestic Product","1999","USD","2175.449395"
"Macro Indicators","Namibia","Value US$ per capita","Gross Domestic Product","2000","USD","2156.090139"
"Macro Indicators","Namibia","Value US$ per capita","Gross Domestic Product","2001","USD","1916.255899"
"Macro Indicators","Namibia","Value US$ per capita","Gross Domestic Product","2002","USD","1773.431612"
"Macro Indicators","Namibia","Value US$ per capita","Gross Domestic Product","2003","USD","2571.982337"
"Macro Indicators","Namibia","Value US$ per capita","Gross Domestic Product","2004","USD","3407.850909"
"Macro Indicators","Namibia","Value US$ per capita","Gross Domestic Product","2005","USD","3703.082176"
"Macro Indicators","Namibia","Value US$ per capita","Gross Domestic Product","2006","USD","4025.315182"
"Macro Indicators","Namibia","Value US$ per capita","Gross Domestic Product","2007","USD","4400.147894"
"Macro Indicators","Namibia","Value US$ per capita","Gross Domestic Product","2008","USD","4217.48026"
"Macro Indicators","Namibia","Value US$ per capita","Gross Domestic Product","2009","USD","4347.699767"
"Macro Indicators","Namibia","Value US$ per capita","Gross Domestic Product","2010","USD","5452.134989"
"Macro Indicators","Namibia","Value US$ per capita","Gross Domestic Product","2011","USD","5904.517301"
"Macro Indicators","Namibia","Value US$ per capita","Gross Domestic Product","2012","USD","6005.306943"
"Macro Indicators","Namibia","Value US$ per capita","Gross Domestic Product","2013","USD","5516.795054"
"Macro Indicators","Namibia","Value US$ per capita","Gross Domestic Product","2014","USD","5539.113774"
"Macro Indicators","Namibia","Value US$ per capita","Gross Domestic Product","2015","USD","4965.672829"
"Macro Indicators","Namibia","Value US$ per capita","Gross Domestic Product","2016","USD","4614.892179"
"Macro Indicators","Namibia","Value US$ per capita","Gross Domestic Product","2017","USD","5450.334422"
"Macro Indicators","Namibia","Value US$ per capita","Gross Domestic Product","2018","USD","5687.381187"
"Macro Indicators","Namibia","Value US$ per capita","Gross Domestic Product","2019","USD","5126.073108"
"Macro Indicators","Namibia","Value US$ per capita","Gross Domestic Product","2020","USD","4252.041621"
"Macro Indicators","Namibia","Value US$ per capita","Gross Domestic Product","2021","USD","4919.188931"
"Macro Indicators","Namibia","Value US$ per capita","Gross Domestic Product","2022","USD","4911.32765"
"Macro Indicators","Namibia","Value US$ per capita","Gross Domestic Product","2023","USD","4657.334069"
"Macro Indicators","Netherlands (Kingdom of the)","Value US$ per capita","Gross Domestic Product","1995","USD","29280.553323"
"Macro Indicators","Netherlands (Kingdom of the)","Value US$ per capita","Gross Domestic Product","1996","USD","28990.647398"
"Macro Indicators","Netherlands (Kingdom of the)","Value US$ per capita","Gross Domestic Product","1997","USD","26666.207708"
"Macro Indicators","Netherlands (Kingdom of the)","Value US$ per capita","Gross Domestic Product","1998","USD","27859.177756"
"Macro Indicators","Netherlands (Kingdom of the)","Value US$ per capita","Gross Domestic Product","1999","USD","28261.562257"
"Macro Indicators","Netherlands (Kingdom of the)","Value US$ per capita","Gross Domestic Product","2000","USD","26192.775037"
"Macro Indicators","Netherlands (Kingdom of the)","Value US$ per capita","Gross Domestic Product","2001","USD","26981.56585"
"Macro Indicators","Netherlands (Kingdom of the)","Value US$ per capita","Gross Domestic Product","2002","USD","29372.500692"
"Macro Indicators","Netherlands (Kingdom of the)","Value US$ per capita","Gross Domestic Product","2003","USD","35886.973863"
"Macro Indicators","Netherlands (Kingdom of the)","Value US$ per capita","Gross Domestic Product","2004","USD","40577.842138"
"Macro Indicators","Netherlands (Kingdom of the)","Value US$ per capita","Gross Domestic Product","2005","USD","42127.827463"
"Macro Indicators","Netherlands (Kingdom of the)","Value US$ per capita","Gross Domestic Product","2006","USD","44917.175283"
"Macro Indicators","Netherlands (Kingdom of the)","Value US$ per capita","Gross Domestic Product","2007","USD","51700.691261"
"Macro Indicators","Netherlands (Kingdom of the)","Value US$ per capita","Gross Domestic Product","2008","USD","57593.464562"
"Macro Indicators","Netherlands (Kingdom of the)","Value US$ per capita","Gross Domestic Product","2009","USD","52492.382475"
"Macro Indicators","Netherlands (Kingdom of the)","Value US$ per capita","Gross Domestic Product","2010","USD","50944.751423"
"Macro Indicators","Netherlands (Kingdom of the)","Value US$ per capita","Gross Domestic Product","2011","USD","54132.113672"
"Macro Indicators","Netherlands (Kingdom of the)","Value US$ per capita","Gross Domestic Product","2012","USD","49982.505941"
"Macro Indicators","Netherlands (Kingdom of the)","Value US$ per capita","Gross Domestic Product","2013","USD","51989.400521"
"Macro Indicators","Netherlands (Kingdom of the)","Value US$ per capita","Gross Domestic Product","2014","USD","52552.616156"
"Macro Indicators","Netherlands (Kingdom of the)","Value US$ per capita","Gross Domestic Product","2015","USD","44906.99752"
"Macro Indicators","Netherlands (Kingdom of the)","Value US$ per capita","Gross Domestic Product","2016","USD","45754.793012"
"Macro Indicators","Netherlands (Kingdom of the)","Value US$ per capita","Gross Domestic Product","2017","USD","48460.51296"
"Macro Indicators","Netherlands (Kingdom of the)","Value US$ per capita","Gross Domestic Product","2018","USD","52877.543522"
"Macro Indicators","Netherlands (Kingdom of the)","Value US$ per capita","Gross Domestic Product","2019","USD","52420.699957"
"Macro Indicators","Netherlands (Kingdom of the)","Value US$ per capita","Gross Domestic Product","2020","USD","52183.342924"
"Macro Indicators","Netherlands (Kingdom of the)","Value US$ per capita","Gross Domestic Product","2021","USD","58833.060426"
"Macro Indicators","Netherlands (Kingdom of the)","Value US$ per capita","Gross Domestic Product","2022","USD","57391.6356"
"Macro Indicators","Netherlands (Kingdom of the)","Value US$ per capita","Gross Domestic Product","2023","USD","62856.17872"
"Macro Indicators","Sweden","Value US$ per capita","Gross Domestic Product","1995","USD","30519.744704"
"Macro Indicators","Sweden","Value US$ per capita","Gross Domestic Product","1996","USD","33207.664019"
"Macro Indicators","Sweden","Value US$ per capita","Gross Domestic Product","1997","USD","30443.952964"
"Macro Indicators","Sweden","Value US$ per capita","Gross Domestic Product","1998","USD","30674.075043"
"Macro Indicators","Sweden","Value US$ per capita","Gross Domestic Product","1999","USD","30972.43566"
"Macro Indicators","Sweden","Value US$ per capita","Gross Domestic Product","2000","USD","29628.329765"
"Macro Indicators","Sweden","Value US$ per capita","Gross Domestic Product","2001","USD","27245.349827"
"Macro Indicators","Sweden","Value US$ per capita","Gross Domestic Product","2002","USD","29895.593057"
"Macro Indicators","Sweden","Value US$ per capita","Gross Domestic Product","2003","USD","37308.131027"
"Macro Indicators","Sweden","Value US$ per capita","Gross Domestic Product","2004","USD","42770.712451"
"Macro Indicators","Sweden","Value US$ per capita","Gross Domestic Product","2005","USD","43330.761583"
"Macro Indicators","Sweden","Value US$ per capita","Gross Domestic Product","2006","USD","46469.376819"
"Macro Indicators","Sweden","Value US$ per capita","Gross Domestic Product","2007","USD","53605.433113"
