Domain,Area,Element,Item,Year,Unit,Value
"Crops and livestock products","China","Stocks","Cattle","1996","An","108913232"
"Crops and livestock products","China","Stocks","Cattle","1997","An","90835401"
"Crops and livestock products","China","Stocks","Cattle","1998","An","99435292"
"Crops and livestock products","China","Stocks","Cattle","1999","An","101912343"
"Crops and livestock products","China","Stocks","Cattle","2000","An","104553559"
"Crops and livestock products","China","Stocks","Cattle","2001","An","100929433"
"Crops and livestock products","China","Stocks","Cattle","2002","An","95555476"
"Crops and livestock products","China","Stocks","Cattle","2003","An","93099589"
"Crops and livestock products","China","Stocks","Cattle","2004","An","92207458"
"Crops and livestock products","China","Stocks","Cattle","2005","An","90134331"
"Crops and livestock products","China","Stocks","Cattle","2006","An","87548391"
"Crops and livestock products","China","Stocks","Cattle","2007","An","82066855"
"Crops and livestock products","China","Stocks","Cattle","2008","An","82815275"
"Crops and livestock products","China","Stocks","Cattle","2009","An","70382871"
"Crops and livestock products","China","Stocks","Cattle","2010","An","68871241"
"Crops and livestock products","China","Stocks","Cattle","2011","An","65825758"
"Crops and livestock products","China","Stocks","Cattle","2012","An","64103135"
"Crops and livestock products","China","Stocks","Cattle","2013","An","63045029"
"Crops and livestock products","China","Stocks","Cattle","2014","An","63046907"
"Crops and livestock products","China","Stocks","Cattle","2015","An","63195900"
"Crops and livestock products","China","Stocks","Cattle","2016","An","63539173"
"Crops and livestock products","China","Stocks","Cattle","2017","An","61986997"
"Crops and livestock products","China","Stocks","Cattle","2018","An","63417916"
"Crops and livestock products","China","Stocks","Cattle","2019","An","64118278"
"Crops and livestock products","China","Stocks","Cattle","2020","An","67087501"
"Crops and livestock products","China","Stocks","Cattle","2021","An","68881436"
"Crops and livestock products","China","Stocks","Cattle","2022","An","71670747"
"Crops and livestock products","China","Stocks","Cattle","2023","An","73718307"
"Crops and livestock products","Denmark","Stocks","Cattle","1995","An","2090733"
"Crops and livestock products","Denmark","Stocks","Cattle","1996","An","2093256"
"Crops and livestock products","Denmark","Stocks","Cattle","1997","An","2004212"
"Crops and livestock products","Denmark","Stocks","Cattle","1998","An","1977367"
"Crops and livestock products","Denmark","Stocks","Cattle","1999","An","1887057"
"Crops and livestock products","Denmark","Stocks","Cattle","2000","An","1867937"
"Crops and livestock products","Denmark","Stocks","Cattle","2001","An","1906911"
"Crops and livestock products","Denmark","Stocks","Cattle","2002","An","1796118"
"Crops and livestock products","Denmark","Stocks","Cattle","2003","An","1724409"
"Crops and livestock products","Denmark","Stocks","Cattle","2004","An","1645764"
"Crops and livestock products","Denmark","Stocks","Cattle","2005","An","1570085"
"Crops and livestock products","Denmark","Stocks","Cattle","2006","An","1534763"
"Crops and livestock products","Denmark","Stocks","Cattle","2007","An","1566218"
"Crops and livestock products","Denmark","Stocks","Cattle","2008","An","1564393"
"Crops and livestock products","Denmark","Stocks","Cattle","2009","An","1540340"
"Crops and livestock products","Denmark","Stocks","Cattle","2010","An","1571050"
"Crops and livestock products","Denmark","Stocks","Cattle","2011","An","1567971"
"Crops and livestock products","Denmark","Stocks","Cattle","2012","An","1606826"
"Crops and livestock products","Denmark","Stocks","Cattle","2013","An","1614644"
"Crops and livestock products","Denmark","Stocks","Cattle","2014","An","1563535"
"Crops and livestock products","Denmark","Stocks","Cattle","2015","An","1551948"
"Crops and livestock products","Denmark","Stocks","Cattle","2016","An","1568288"
"Crops and livestock products","Denmark","Stocks","Cattle","2017","An","1545417"
"Crops and livestock products","Denmark","Stocks","Cattle","2018","An","1530000"
"Crops and livestock products","Denmark","Stocks","Cattle","2019","An","1500000"
"Crops and livestock products","Denmark","Stocks","Cattle","2020","An","1500000"
"Crops and livestock products","Denmark","Stocks","Cattle","2021","An","1480000"
"Crops and livestock products","Denmark","Stocks","Cattle","2022","An","1466000"
"Crops and livestock products","Denmark","Stocks","Cattle","2023","An","1434870"
"Crops and livestock products","France","Stocks","Cattle","1995","An","20540297"
"Crops and livestock products","France","Stocks","Cattle","1996","An","20507820"
"Crops and livestock products","France","Stocks","Cattle","1997","An","20205040"
"Crops and livestock products","France","Stocks","Cattle","1998","An","20051494"
"Crops and livestock products","France","Stocks","Cattle","1999","An","20066844"
"Crops and livestock products","France","Stocks","Cattle","2000","An","21256247"
"Crops and livestock products","France","Stocks","Cattle","2001","An","21137970"
"Crops and livestock products","France","Stocks","Cattle","2002","An","20461291"
"Crops and livestock products","France","Stocks","Cattle","2003","An","19772441"
"Crops and livestock products","France","Stocks","Cattle","2004","An","19516224"
"Crops and livestock products","France","Stocks","Cattle","2005","An","19421068"
"Crops and livestock products","France","Stocks","Cattle","2006","An","19534688"
"Crops and livestock products","France","Stocks","Cattle","2007","An","19885156"
"Crops and livestock products","France","Stocks","Cattle","2008","An","20046940"
"Crops and livestock products","France","Stocks","Cattle","2009","An","19805378"
"Crops and livestock products","France","Stocks","Cattle","2010","An","19555173"
"Crops and livestock products","France","Stocks","Cattle","2011","An","19085561"
"Crops and livestock products","France","Stocks","Cattle","2012","An","19005649"
"Crops and livestock products","France","Stocks","Cattle","2013","An","19095797"
"Crops and livestock products","France","Stocks","Cattle","2014","An","19248627"
"Crops and livestock products","France","Stocks","Cattle","2015","An","19386522"
"Crops and livestock products","France","Stocks","Cattle","2016","An","19373382"
"Crops and livestock products","France","Stocks","Cattle","2017","An","18953568"
"Crops and livestock products","France","Stocks","Cattle","2018","An","18613040"
"Crops and livestock products","France","Stocks","Cattle","2019","An","18172970"
"Crops and livestock products","France","Stocks","Cattle","2020","An","17815670"
"Crops and livestock products","France","Stocks","Cattle","2021","An","17330080"
"Crops and livestock products","France","Stocks","Cattle","2022","An","16986190"
"Crops and livestock products","France","Stocks","Cattle","2023","An","16806900"
"Crops and livestock products","Italy","Stocks","Cattle","1995","An","7163600"
"Crops and livestock products","Italy","Stocks","Cattle","1996","An","7265100"
"Crops and livestock products","Italy","Stocks","Cattle","1997","An","7162500"
"Crops and livestock products","Italy","Stocks","Cattle","1998","An","7166000"
"Crops and livestock products","Italy","Stocks","Cattle","1999","An","7129000"
"Crops and livestock products","Italy","Stocks","Cattle","2000","An","7162000"
"Crops and livestock products","Italy","Stocks","Cattle","2001","An","6050000"
"Crops and livestock products","Italy","Stocks","Cattle","2002","An","6739000"
"Crops and livestock products","Italy","Stocks","Cattle","2003","An","6504703"
"Crops and livestock products","Italy","Stocks","Cattle","2004","An","6504000"
"Crops and livestock products","Italy","Stocks","Cattle","2005","An","6304000"
"Crops and livestock products","Italy","Stocks","Cattle","2006","An","6255000"
"Crops and livestock products","Italy","Stocks","Cattle","2007","An","6117000"
"Crops and livestock products","Italy","Stocks","Cattle","2008","An","6283000"
"Crops and livestock products","Italy","Stocks","Cattle","2009","An","6179000"
"Crops and livestock products","Italy","Stocks","Cattle","2010","An","6103000"
"Crops and livestock products","Italy","Stocks","Cattle","2011","An","5832457"
"Crops and livestock products","Italy","Stocks","Cattle","2012","An","6091471"
"Crops and livestock products","Italy","Stocks","Cattle","2013","An","5846672"
"Crops and livestock products","Italy","Stocks","Cattle","2014","An","5756072"
"Crops and livestock products","Italy","Stocks","Cattle","2015","An","5781348"
"Crops and livestock products","Italy","Stocks","Cattle","2016","An","5929767"
"Crops and livestock products","Italy","Stocks","Cattle","2017","An","5949393"
"Crops and livestock products","Italy","Stocks","Cattle","2018","An","6311160"
"Crops and livestock products","Italy","Stocks","Cattle","2019","An","6377230"
"Crops and livestock products","Italy","Stocks","Cattle","2020","An","6400040"
"Crops and livestock products","Italy","Stocks","Cattle","2021","An","6280280"
"Crops and livestock products","Italy","Stocks","Cattle","2022","An","6049000"
"Crops and livestock products","Italy","Stocks","Cattle","2023","An","5999000"
"Crops and livestock products","Japan","Stocks","Cattle","1995","An","4916000"
"Crops and livestock products","Japan","Stocks","Cattle","1996","An","4828000"
"Crops and livestock products","Japan","Stocks","Cattle","1997","An","4750000"
"Crops and livestock products","Japan","Stocks","Cattle","1998","An","4708000"
"Crops and livestock products","Japan","Stocks","Cattle","1999","An","4658000"
"Crops and livestock products","Japan","Stocks","Cattle","2000","An","4588000"
"Crops and livestock products","Japan","Stocks","Cattle","2001","An","4531000"
"Crops and livestock products","Japan","Stocks","Cattle","2002","An","4564000"
"Crops and livestock products","Japan","Stocks","Cattle","2003","An","4524000"
"Crops and livestock products","Japan","Stocks","Cattle","2004","An","4478000"
"Crops and livestock products","Japan","Stocks","Cattle","2005","An","4402000"
"Crops and livestock products","Japan","Stocks","Cattle","2006","An","4391000"
"Crops and livestock products","Japan","Stocks","Cattle","2007","An","4398000"
"Crops and livestock products","Japan","Stocks","Cattle","2008","An","4423000"
"Crops and livestock products","Japan","Stocks","Cattle","2009","An","4423000"
"Crops and livestock products","Japan","Stocks","Cattle","2010","An","4376000"
"Crops and livestock products","Japan","Stocks","Cattle","2011","An","4230000"
"Crops and livestock products","Japan","Stocks","Cattle","2012","An","4172000"
"Crops and livestock products","Japan","Stocks","Cattle","2013","An","4065000"
"Crops and livestock products","Japan","Stocks","Cattle","2014","An","3962000"
"Crops and livestock products","Japan","Stocks","Cattle","2015","An","3860000"
"Crops and livestock products","Japan","Stocks","Cattle","2016","An","3824000"
"Crops and livestock products","Japan","Stocks","Cattle","2017","An","3822000"
"Crops and livestock products","Japan","Stocks","Cattle","2018","An","3842000"
"Crops and livestock products","Japan","Stocks","Cattle","2019","An","3835000"
"Crops and livestock products","Japan","Stocks","Cattle","2020","An","3907000"
"Crops and livestock products","Japan","Stocks","Cattle","2021","An","3961000"
"Crops and livestock products","Japan","Stocks","Cattle","2022","An","3985000"
"Crops and livestock products","Japan","Stocks","Cattle","2023","An","4043000"
"Crops and livestock products","Mexico","Stocks","Cattle","1995","An","31319928"
"Crops and livestock products","Mexico","Stocks","Cattle","1996","An","30294900"
"Crops and livestock products","Mexico","Stocks","Cattle","1997","An","30771666"
"Crops and livestock products","Mexico","Stocks","Cattle","1998","An","31059500"
"Crops and livestock products","Mexico","Stocks","Cattle","1999","An","30177135"
"Crops and livestock products","Mexico","Stocks","Cattle","2000","An","30523735"
"Crops and livestock products","Mexico","Stocks","Cattle","2001","An","30620933"
"Crops and livestock products","Mexico","Stocks","Cattle","2002","An","31406955"
"Crops and livestock products","Mexico","Stocks","Cattle","2003","An","31476600"
"Crops and livestock products","Mexico","Stocks","Cattle","2004","An","31247734"
"Crops and livestock products","Mexico","Stocks","Cattle","2005","An","30989968"
"Crops and livestock products","Mexico","Stocks","Cattle","2006","An","31163124"
"Crops and livestock products","Mexico","Stocks","Cattle","2007","An","31395916"
"Crops and livestock products","Mexico","Stocks","Cattle","2008","An","31760962"
"Crops and livestock products","Mexico","Stocks","Cattle","2009","An","32307070"
"Crops and livestock products","Mexico","Stocks","Cattle","2010","An","32642134"
"Crops and livestock products","Mexico","Stocks","Cattle","2011","An","32936334"
"Crops and livestock products","Mexico","Stocks","Cattle","2012","An","31925181"
"Crops and livestock products","Mexico","Stocks","Cattle","2013","An","32402461"
"Crops and livestock products","Mexico","Stocks","Cattle","2014","An","32939529"
"Crops and livestock products","Mexico","Stocks","Cattle","2015","An","33502623"
"Crops and livestock products","Mexico","Stocks","Cattle","2016","An","33779290"
"Crops and livestock products","Mexico","Stocks","Cattle","2017","An","34277868"
"Crops and livestock products","Mexico","Stocks","Cattle","2018","An","34820271"
"Crops and livestock products","Mexico","Stocks","Cattle","2019","An","35224960"
"Crops and livestock products","Mexico","Stocks","Cattle","2020","An","35653619"
"Crops and livestock products","Mexico","Stocks","Cattle","2021","An","35998885"
"Crops and livestock products","Mexico","Stocks","Cattle","2022","An","36339884"
"Crops and livestock products","Mexico","Stocks","Cattle","2023","An","36619592"
"Crops and livestock products","Namibia","Stocks","Cattle","1995","An","2031350"
"Crops and livestock products","Namibia","Stocks","Cattle","1996","An","1989947"
"Crops and livestock products","Namibia","Stocks","Cattle","1997","An","2055416"
"Crops and livestock products","Namibia","Stocks","Cattle","1998","An","2192359"
"Crops and livestock products","Namibia","Stocks","Cattle","1999","An","2294040"
"Crops and livestock products","Namibia","Stocks","Cattle","2000","An","2504930"
"Crops and livestock products","Namibia","Stocks","Cattle","2001","An","2508570"
"Crops and livestock products","Namibia","Stocks","Cattle","2002","An","2329553"
"Crops and livestock products","Namibia","Stocks","Cattle","2003","An","2336094"
"Crops and livestock products","Namibia","Stocks","Cattle","2004","An","2309390"
"Crops and livestock products","Namibia","Stocks","Cattle","2005","An","3133887"
"Crops and livestock products","Namibia","Stocks","Cattle","2006","An","2383960"
"Crops and livestock products","Namibia","Stocks","Cattle","2007","An","2353498"
"Crops and livestock products","Namibia","Stocks","Cattle","2008","An","2542000"
"Crops and livestock products","Namibia","Stocks","Cattle","2009","An","2471000"
"Crops and livestock products","Namibia","Stocks","Cattle","2010","An","2400000"
"Crops and livestock products","Namibia","Stocks","Cattle","2011","An","2350000"
"Crops and livestock products","Namibia","Stocks","Cattle","2012","An","2904451"
"Crops and livestock products","Namibia","Stocks","Cattle","2013","An","2634418"
"Crops and livestock products","Namibia","Stocks","Cattle","2014","An","2882489"
"Crops and livestock products","Namibia","Stocks","Cattle","2015","An","2770545"
"Crops and livestock products","Namibia","Stocks","Cattle","2016","An","3173767"
"Crops and livestock products","Namibia","Stocks","Cattle","2017","An","2951510"
"Crops and livestock products","Namibia","Stocks","Cattle","2018","An","2832287"
"Crops and livestock products","Namibia","Stocks","Cattle","2019","An","2806142"
"Crops and livestock products","Namibia","Stocks","Cattle","2020","An","2516554"
"Crops and livestock products","Namibia","Stocks","Cattle","2021","An","2590348"
"Crops and livestock products","Namibia","Stocks","Cattle","2022","An","3115974"
"Crops and livestock products","Namibia","Stocks","Cattle","2023","An","3600000"
"Crops and livestock products","Netherlands (Kingdom of the)","Stocks","Cattle","1995","An","4654000"
"Crops and livestock products","Netherlands (Kingdom of the)","Stocks","Cattle","1996","An","4557000"
"Crops and livestock products","Netherlands (Kingdom of the)","Stocks","Cattle","1997","An","4411000"
"Crops and livestock products","Netherlands (Kingdom of the)","Stocks","Cattle","1998","An","4283000"
"Crops and livestock products","Netherlands (Kingdom of the)","Stocks","Cattle","1999","An","4206000"
"Crops and livestock products","Netherlands (Kingdom of the)","Stocks","Cattle","2000","An","4070000"
"Crops and livestock products","Netherlands (Kingdom of the)","Stocks","Cattle","2001","An","4047000"
"Crops and livestock products","Netherlands (Kingdom of the)","Stocks","Cattle","2002","An","3858000"
"Crops and livestock products","Netherlands (Kingdom of the)","Stocks","Cattle","2003","An","3759000"
"Crops and livestock products","Netherlands (Kingdom of the)","Stocks","Cattle","2004","An","3767000"
"Crops and livestock products","Netherlands (Kingdom of the)","Stocks","Cattle","2005","An","3799000"
"Crops and livestock products","Netherlands (Kingdom of the)","Stocks","Cattle","2006","An","3749000"
"Crops and livestock products","Netherlands (Kingdom of the)","Stocks","Cattle","2007","An","3763000"
"Crops and livestock products","Netherlands (Kingdom of the)","Stocks","Cattle","2008","An","3890000"
"Crops and livestock products","Netherlands (Kingdom of the)","Stocks","Cattle","2009","An","3967600"
"Crops and livestock products","Netherlands (Kingdom of the)","Stocks","Cattle","2010","An","3975190"
"Crops and livestock products","Netherlands (Kingdom of the)","Stocks","Cattle","2011","An","3885350"
"Crops and livestock products","Netherlands (Kingdom of the)","Stocks","Cattle","2012","An","3879250"
"Crops and livestock products","Netherlands (Kingdom of the)","Stocks","Cattle","2013","An","3999220"
"Crops and livestock products","Netherlands (Kingdom of the)","Stocks","Cattle","2014","An","4169000"
"Crops and livestock products","Netherlands (Kingdom of the)","Stocks","Cattle","2015","An","4315000"
"Crops and livestock products","Netherlands (Kingdom of the)","Stocks","Cattle","2016","An","4294000"
"Crops and livestock products","Netherlands (Kingdom of the)","Stocks","Cattle","2017","An","4030000"
"Crops and livestock products","Netherlands (Kingdom of the)","Stocks","Cattle","2018","An","3690000"
"Crops and livestock products","Netherlands (Kingdom of the)","Stocks","Cattle","2019","An","3721000"
"Crops and livestock products","Netherlands (Kingdom of the)","Stocks","Cattle","2020","An","3691000"
"Crops and livestock products","Netherlands (Kingdom of the)","Stocks","Cattle","2021","An","3705000"
"Crops and livestock products","Netherlands (Kingdom of the)","Stocks","Cattle","2022","An","3751000"
"Crops and livestock products","Netherlands (Kingdom of the)","Stocks","Cattle","2023","An","3739000"
"Crops and livestock products","Sweden","Stocks","Cattle","1995","An","1777000"
"Crops and livestock products","Sweden","Stocks","Cattle","1996","An","1790200"
"Crops and livestock products","Sweden","Stocks","Cattle","1997","An","1781000"
"Crops and livestock products","Sweden","Stocks","Cattle","1998","An","1738500"
"Crops and livestock products","Sweden","Stocks","Cattle","1999","An","1713000"
"Crops and livestock products","Sweden","Stocks","Cattle","2000","An","1683700"
"Crops and livestock products","Sweden","Stocks","Cattle","2001","An","1651500"
"Crops and livestock products","Sweden","Stocks","Cattle","2002","An","1637465"
"Crops and livestock products","Sweden","Stocks","Cattle","2003","An","1606674"
"Crops and livestock products","Sweden","Stocks","Cattle","2004","An","1628464"
"Crops and livestock products","Sweden","Stocks","Cattle","2005","An","1604933"
"Crops and livestock products","Sweden","Stocks","Cattle","2006","An","1590409"
"Crops and livestock products","Sweden","Stocks","Cattle","2007","An","1559725"
"Crops and livestock products","Sweden","Stocks","Cattle","2008","An","1558381"
"Crops and livestock products","Sweden","Stocks","Cattle","2009","An","1538281"
"Crops and livestock products","Sweden","Stocks","Cattle","2010","An","1536700"
"Crops and livestock products","Sweden","Stocks","Cattle","2011","An","1511846"
"Crops and livestock products","Sweden","Stocks","Cattle","2012","An","1500293"
"Crops and livestock products","Sweden","Stocks","Cattle","2013","An","1496526"
"Crops and livestock products","Sweden","Stocks","Cattle","2014","An","1493119"
"Crops and livestock products","Sweden","Stocks","Cattle","2015","An","1428400"
"Crops and livestock products","Sweden","Stocks","Cattle","2016","An","1436050"
"Crops and livestock products","Sweden","Stocks","Cattle","2017","An","1448590"
"Crops and livestock products","Sweden","Stocks","Cattle","2018","An","1435450"
"Crops and livestock products","Sweden","Stocks","Cattle","2019","An","1404670"
"Crops and livestock products","Sweden","Stocks","Cattle","2020","An","1390960"
"Crops and livestock products","Sweden","Stocks","Cattle","2021","An","1389890"
"Crops and livestock products","Sweden","Stocks","Cattle","2022","An","1390550"
"Crops and livestock products","Sweden","Stocks","Cattle","2023","An","1369000"
"Crops and livestock products","Türkiye","Stocks","Cattle","1995","An","11901000"
"Crops and livestock products","Türkiye","Stocks","Cattle","1996","An","11789000"
"Crops and livestock products","Türkiye","Stocks","Cattle","1997","An","11886000"
"Crops and livestock products","Türkiye","Stocks","Cattle","1998","An","11185000"
"Crops and livestock products","Türkiye","Stocks","Cattle","1999","An","11031000"
"Crops and livestock products","Türkiye","Stocks","Cattle","2000","An","11054000"
"Crops and livestock products","Türkiye","Stocks","Cattle","2001","An","10761000"
"Crops and livestock products","Türkiye","Stocks","Cattle","2002","An","10548000"
"Crops and livestock products","Türkiye","Stocks","Cattle","2003","An","9804000"
"Crops and livestock products","Türkiye","Stocks","Cattle","2004","An","9788102"
"Crops and livestock products","Türkiye","Stocks","Cattle","2005","An","10069346"
"Crops and livestock products","Türkiye","Stocks","Cattle","2006","An","10526440"
"Crops and livestock products","Türkiye","Stocks","Cattle","2007","An","10871364"
"Crops and livestock products","Türkiye","Stocks","Cattle","2008","An","11036753"
"Crops and livestock products","Türkiye","Stocks","Cattle","2009","An","10859942"
"Crops and livestock products","Türkiye","Stocks","Cattle","2010","An","10723958"
"Crops and livestock products","Türkiye","Stocks","Cattle","2011","An","11369800"
"Crops and livestock products","Türkiye","Stocks","Cattle","2012","An","12386337"
"Crops and livestock products","Türkiye","Stocks","Cattle","2013","An","13914912"
"Crops and livestock products","Türkiye","Stocks","Cattle","2014","An","14415257"
"Crops and livestock products","Türkiye","Stocks","Cattle","2015","An","14223109"
"Crops and livestock products","Türkiye","Stocks","Cattle","2016","An","13994071"
"Crops and livestock products","Türkiye","Stocks","Cattle","2017","An","14080155"
"Crops and livestock products","Türkiye","Stocks","Cattle","2018","An","17042506"
"Crops and livestock products","Türkiye","Stocks","Cattle","2019","An","17688139"
"Crops and livestock products","Türkiye","Stocks","Cattle","2020","An","17965482"
"Crops and livestock products","Türkiye","Stocks","Cattle","2021","An","17850543"
"Crops and livestock products","Türkiye","Stocks","Cattle","2022","An","16851956"
"Crops and livestock products","Türkiye","Stocks","Cattle","2023","An","16421256"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Stocks","Cattle","1995","An","11857000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Stocks","Cattle","1996","An","12040000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Stocks","Cattle","1997","An","11633000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Stocks","Cattle","1998","An","11519000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Stocks","Cattle","1999","An","11423000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Stocks","Cattle","2000","An","11133000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Stocks","Cattle","2001","An","10600000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Stocks","Cattle","2002","An","10343000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Stocks","Cattle","2003","An","10517000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Stocks","Cattle","2004","An","10551000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Stocks","Cattle","2005","An","10770200"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Stocks","Cattle","2006","An","10579000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Stocks","Cattle","2007","An","10304000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Stocks","Cattle","2008","An","10107000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Stocks","Cattle","2009","An","10025000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Stocks","Cattle","2010","An","10112000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Stocks","Cattle","2011","An","9933000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Stocks","Cattle","2012","An","9900000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Stocks","Cattle","2013","An","9844000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Stocks","Cattle","2014","An","9837000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Stocks","Cattle","2015","An","9919000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Stocks","Cattle","2016","An","10033000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Stocks","Cattle","2017","An","10004000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Stocks","Cattle","2018","An","9892000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Stocks","Cattle","2019","An","9739000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Stocks","Cattle","2020","An","9615000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Stocks","Cattle","2021","An","9603000"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Stocks","Cattle","2022","An","9631892"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Stocks","Cattle","2023","An","9555426"
"Crops and livestock products","United States of America","Stocks","Cattle","1995","An","102785200"
"Crops and livestock products","United States of America","Stocks","Cattle","1996","An","103548200"
"Crops and livestock products","United States of America","Stocks","Cattle","1997","An","101655700"
"Crops and livestock products","United States of America","Stocks","Cattle","1998","An","99744000"
"Crops and livestock products","United States of America","Stocks","Cattle","1999","An","99115000"
"Crops and livestock products","United States of America","Stocks","Cattle","2000","An","98199000"
"Crops and livestock products","United States of America","Stocks","Cattle","2001","An","97297500"
